"","Koppen","Estacion","Lluvia","VelRafaga","Vel9am","Vel3pm","Hum9am","Hum3pm","Pres9am","Pre3pm","Temp9am","Nub9am","Nub3pm","Evaporacion","Sol","Temp3pm","LluviaHoy","target"
"230","Subtropical","Verano",0,52,13,31,49,38,1013.4,1012.8,21.2,3,1,8.4,12,24.3,0,10.4
"231","Subtropical","Verano",17,37,26,13,93,88,1011.7,1010.3,21.9,8,8,9.4,0.3,24.1,1,3.5
"232","Subtropical","Otoño",0.4,39,19,24,73,70,1020.1,1019,21.8,7,7,3.6,1.8,21.6,0,5.3
"233","Temperate","Verano",0,54,33,30,44,59,1008.9,1010.2,24.1,7,3,8,11.5,24.7,0,15.7
"234","Grassland","Invierno",0,44,15,22,33,12,1019.6,1015.4,17,0,0,4,10.6,26.2,0,21.1
"235","Temperate","Invierno",0,19,9,6,88,75,1019.9,1018.2,11.3,7,7,1.2,0,14.9,0,6.7
"236","Temperate","Verano",0,59,9,9,56,21,1004.8,1003.2,23.8,7,7,10,1,33.8,0,19.1
"237","Temperate","Verano",0,39,15,13,67,53,1015.5,1014.2,19.5,7,7,4,6.6,23,0,6.6
"238","Grassland","Primavera",0,43,13,22,66,29,1014.5,1013.1,11,2,6,3.6,10.4,18.8,0,13.6
"239","Temperate","Invierno",8.4,61,22,24,61,50,1016.3,1018.9,8.6,1,4,1.4,8.6,10.5,1,5.7
"240","Subtropical","Verano",1.2,35,11,26,74,65,1013.2,1010.9,24,7,6,5.8,8.8,26,1,6.1
"241","Subtropical","Primavera",0,31,13,13,39,23,1013.4,1010.1,27.1,1,1,9.6,12.7,34,0,19.6
"242","Desert","Primavera",0,31,17,15,45,17,1016.6,1013.1,16.2,0,1,5.4,9.8,23.9,0,16.1
"243","Temperate","Verano",0.4,43,13,28,63,65,1021.3,1017.3,16.3,7,7,4,2.6,17.9,0,7.1
"244","Subtropical","Invierno",30.8,54,9,31,80,42,999.2,993.9,16.8,6,6,2.2,3.5,19.1,1,5.8
"245","Subtropical","Otoño",4.4,37,13,15,84,65,1014,1010.7,24.5,5,4,3.8,7.1,27.1,1,7.2
"246","Subtropical","Verano",21,43,13,24,82,51,1012.3,1010.5,21.5,7,1,1.2,9.5,25.2,1,7.9
"247","Temperate","Primavera",1.2,37,19,11,78,57,1008.2,1009.3,9.6,7,7,1.6,3.1,13.3,1,6.3
"248","Temperate","Otoño",0,44,9,24,82,40,1019.1,1015.2,16.6,7,4,1.2,7.5,26.5,0,16.4
"249","Subtropical","Verano",0,43,22,28,66,58,1010.5,1009.4,22.3,5,3,8,10.2,23.5,0,5.5
"250","Subtropical","Primavera",0,61,31,35,37,20,1009.6,1006.5,19.3,1,4,12.2,10.8,24.6,0,13.6
"251","Subtropical","Primavera",11.2,41,19,19,63,52,1017.2,1017.1,14,3,3,2.4,10.2,16.6,1,6.3
"252","Subtropical","Otoño",2.4,33,19,11,67,47,1003.3,1002.4,15.1,2,7,1.4,2.2,19.4,1,8.2
"253","Temperate","Otoño",2.6,35,4,7,91,69,1020.5,1019.7,9.8,7,7,3.4,1.8,12.2,1,4
"254","Grassland","Invierno",0,54,9,28,29,27,1028.9,1025.3,6.4,0,0,4.4,10.2,15.5,0,20.2
"255","Temperate","Invierno",1.2,57,11,20,68,54,1013.1,1006.6,7.3,7,6,4,2.4,13.9,1,7.8
"256","Temperate","Primavera",0,59,19,17,65,69,1010.5,1012.8,15,7,5,5.2,4.2,10.5,0,5.5
"257","Subtropical","Primavera",3,41,17,20,51,26,1026.4,1022.2,21.9,4,5,7,9.4,28,1,14.7
"258","Temperate","Verano",2.6,39,17,22,68,43,1013.2,1012.3,14.7,7,7,9,5.7,19.6,1,7.4
"259","Grassland","Verano",0,33,19,7,13,6,1014.4,1010.2,25.9,1,1,13.2,12.4,33,0,20.6
"260","Grassland","Verano",0,37,11,28,34,25,1010.8,1008.5,25.2,7,7,14.8,3.9,28.2,0,9
"261","Tropical","Otoño",0,50,31,19,63,48,1014.6,1011.8,26,3,5,6,10.7,30.8,0,8
"262","Temperate","Invierno",2.2,50,20,22,97,79,1014.2,1012.5,10.3,6,4,0.6,5,13.7,1,7.5
"263","Subtropical","Verano",0,41,15,24,53,57,1014.7,1012.8,22,3,1,8.8,12.9,24.8,0,9.9
"264","Temperate","Otoño",0,35,2,17,89,58,1016.9,1015.8,14.6,6,1,1.6,8.8,19,0,9.1
"265","Temperate","Verano",0,63,41,20,52,26,1010.7,1008.3,22.7,7,7,12.6,8.7,30.7,0,16.3
"266","Temperate","Otoño",0,31,19,19,53,30,1035.7,1031.8,11.8,0,0,4.8,10.7,18,0,11.3
"267","Temperate","Primavera",1.4,67,30,43,60,28,1018.5,1022.2,11.6,4,5,5.8,11.9,16.7,1,9.8
"268","Subtropical","Verano",0,44,11,17,59,42,1020.9,1019.1,28.2,3,2,8,11.9,30.3,0,9.5
"269","Temperate","Invierno",0,33,7,13,82,68,1021.9,1017.8,9.3,7,7,1.4,0.1,12.3,0,6.7
"270","Tropical","Invierno",0,28,13,17,71,66,1016.2,1013.3,24.5,2,3,5.2,8.9,26.4,0,8.6
"271","Subtropical","Invierno",0,30,17,9,52,27,1014.6,1011.1,13.3,1,1,5,10.5,20.4,0,11.2
"272","Subtropical","Invierno",0,35,13,9,62,66,1022.7,1020,13.5,7,1,3.4,4.4,17,0,7.9
"273","Tropical","Verano",0,26,9,17,65,71,1008.1,1004.2,30.5,7,4,6.6,9.1,30.6,0,7.5
"274","Temperate","Invierno",1.2,33,6,15,95,65,1007.5,1006.1,8.4,8,7,1.8,1.9,12.2,1,6.4
"275","Tropical","Otoño",0,37,26,17,77,43,1014.3,1009.7,27.6,4,3,6,10.6,32.5,0,9.3
"276","Temperate","Otoño",0,44,15,19,42,39,1014.1,1010.2,20.8,7,7,7,0,22.9,0,9.9
"277","Temperate","Verano",0,46,11,22,39,34,1010.6,1009.1,27,4,7,15.4,10.5,30.9,0,17.8
"278","Tropical","Otoño",0,43,17,30,60,58,1016.2,1012.7,25.9,7,7,7.6,5.2,28.4,0,9.8
"279","Temperate","Otoño",0,31,9,20,84,48,1015.8,1013.6,16.9,5,1,8.8,10.5,24.3,0,9.7
"280","Subtropical","Primavera",0,39,13,24,51,49,1008.8,1009.6,23.9,1,1,9.6,11,24.1,0,11.4
"281","Subtropical","Verano",14.2,48,19,22,95,96,1012.5,1012.1,22.6,8,8,2.6,1.3,23.3,1,4
"282","Subtropical","Otoño",0.2,15,6,7,71,42,1024.6,1021.3,18.6,5,3,4.4,10.1,26.4,0,14.9
"283","Subtropical","Primavera",0,50,20,9,33,21,1012.8,1009,31,2,7,14,10,36.9,0,16.1
"284","Subtropical","Primavera",5,20,4,9,57,53,1016.6,1013.9,26.6,2,1,7,11.3,29.2,1,9.4
"285","Grassland","Primavera",0,43,24,9,51,80,1022.8,1019.9,15,6,8,8,4.8,18.4,0,12.1
"286","Temperate","Invierno",0,37,13,11,82,75,1020.3,1017.7,10.7,6,7,1.4,2.5,12.7,0,11.9
"287","Subtropical","Otoño",0,33,13,24,59,67,1030.6,1028.3,12.6,1,3,2.2,9.9,16.9,0,10.1
"288","Subtropical","Otoño",0,46,17,20,76,50,1019.6,1016.6,18.2,1,1,6,10.8,26.1,0,10.1
"289","Tropical","Otoño",0,35,17,20,65,47,1013.4,1009.7,26.5,1,2,8.8,11.3,30.5,0,10.8
"290","Temperate","Invierno",16.8,80,28,33,97,94,1008.7,1002,11.3,8,8,2.2,0,11.7,1,5.2
"291","Subtropical","Invierno",0,39,13,24,91,56,1017.2,1016.4,13.2,5,4,3.4,7.9,18,0,8.9
"292","Temperate","Otoño",0.2,44,20,20,71,59,1017.5,1018.5,13.8,5,7,5,6.2,16.7,0,6.8
"293","Temperate","Primavera",33.6,83,50,50,59,36,1002.4,1010.7,13.2,6,6,8.4,8.3,16.1,1,4.6
"294","Temperate","Otoño",0,28,2,17,77,49,1008.8,1002.6,9.7,7,7,3.4,1.5,14.2,0,8.2
"295","Subtropical","Primavera",0,31,13,19,51,45,1024.6,1020.8,16.5,0,0,5.8,11.8,23,0,15.6
"296","Subtropical","Otoño",0.4,20,7,9,75,59,1019.4,1016.3,24.4,3,3,2,9.9,27.2,0,9.4
"297","Temperate","Primavera",0,52,9,28,23,10,1013.8,1011.7,25.7,2,1,8,13.3,33.5,0,24.6
"298","Temperate","Primavera",0,39,9,28,59,36,1016.6,1014.3,14.4,1,7,5.4,11,20.6,0,17.9
"299","Temperate","Otoño",5.6,22,13,9,82,64,1023.1,1021.2,11.6,5,7,1.6,5.7,14,1,6.9
"300","Temperate","Otoño",0,26,13,6,54,26,1021.5,1017.7,23.6,1,5,7.2,10.7,31.9,0,17.2
"301","Subtropical","Primavera",0,30,9,13,50,45,1023,1020.9,24.9,1,1,7.8,11.4,26.3,0,12.8
"302","Tropical","Otoño",0,44,20,22,55,33,1011.7,1007.8,26.8,6,7,6,10.6,33.2,0,9.7
"303","Subtropical","Verano",0,50,15,19,62,20,1010.4,1006.1,24.1,0,1,31.6,12.6,37,0,19.5
"304","Tropical","Primavera",0,39,15,20,62,48,1016.3,1012.2,27.7,2,2,6.2,10.6,30.5,0,9
"305","Subtropical","Verano",17.8,31,15,9,87,63,1003.8,1002,20.5,7,8,3,2.9,25.4,1,7
"306","Tropical","Primavera",0,41,19,28,62,55,1012.9,1010.1,28.4,2,6,7.6,8.5,28.4,0,9.7
"307","Temperate","Verano",0,37,20,15,50,19,1013.6,1012.5,19.1,1,2,8.8,12.4,26.8,0,14
"308","Temperate","Invierno",29.2,39,11,22,82,72,1013.2,1015,11.9,7,4,2.6,4.5,10.6,1,3.6
"309","Subtropical","Otoño",0,22,11,6,82,71,1018.4,1013.7,18.5,7,7,1.4,0,21.6,0,5.6
"310","Tropical","Invierno",0,30,9,19,60,55,1018.8,1015.1,19.6,1,2,5.2,10.2,23.8,0,14.4
"311","Tropical","Primavera",12,31,19,15,53,42,1012.2,1008.9,24.2,7,5,5.2,5.3,30.7,1,8.2
"312","Temperate","Otoño",0,31,7,13,71,21,1022.7,1018,16,6,6,5.6,8.4,28.1,0,18.6
"313","Temperate","Otoño",0,37,11,22,68,61,1020.4,1018.4,12.8,8,7,3,9,15.4,0,4.3
"314","Grassland","Invierno",0,37,17,22,74,33,1027.4,1023.7,7.8,7,7,4,7.2,15.5,0,13.2
"315","Subtropical","Otoño",15.6,28,6,20,89,62,1021.2,1017.7,20.4,6,1,3,7.4,25.4,1,8.3
"316","Subtropical","Invierno",0,28,7,19,67,63,1024.2,1020.3,14.9,1,3,2.8,10,18.4,0,14.2
"317","Tropical","Verano",50,33,17,24,90,82,1006.5,1004.8,26.4,8,8,5,0.1,27.7,1,5.2
"318","Grassland","Otoño",0,39,11,22,57,85,1017.3,1011.9,12.6,8,7,2.6,0.2,11.6,0,6.1
"319","Temperate","Invierno",2.4,37,11,19,68,63,1025.4,1022.9,10.3,8,6,2,4.9,12.6,1,7.8
"320","Subtropical","Primavera",2,52,15,17,91,58,1020.2,1017,14.3,7,6,1.8,2.2,19.3,1,6.4
"321","Temperate","Primavera",0,30,7,17,73,44,1021,1016.1,18,8,4,7.4,10.3,27.6,0,16.2
"322","Tropical","Invierno",0,31,13,22,77,60,1018.9,1016.2,22.7,6,7,4.2,8,25.4,0,11
"323","Subtropical","Verano",0,31,17,19,54,62,1016.7,1015.1,21,2,6,7.2,9,21.3,0,6.7
"324","Temperate","Verano",0,30,9,13,90,71,1017.7,1016,15.7,8,8,7,0,19.8,0,5.7
"325","Temperate","Primavera",2.2,46,26,26,73,59,1015.7,1017.2,11.2,6,5,4.2,10.2,14.4,1,8.9
"326","Subtropical","Otoño",0,30,13,20,61,81,1015.7,1012.3,20.6,1,5,2.4,8.8,19.2,0,12.4
"327","Temperate","Invierno",0,41,28,15,79,60,1019,1016.7,13,7,7,0.4,0.7,15.5,0,4.9
"328","Temperate","Verano",1,50,31,35,82,47,1015.7,1017.5,18.4,7,6,8,10,20.8,0,6.1
"329","Grassland","Otoño",0,43,22,19,57,27,1021.6,1021.6,15.1,8,3,8,6.2,20.8,0,9
"330","Tropical","Primavera",0,31,17,19,62,72,1016.2,1012.6,24.4,3,1,5.2,10.7,26.8,0,12.4
"331","Subtropical","Invierno",0.2,46,19,30,80,51,1020.9,1017.9,12.4,1,1,1.4,9.7,19.3,0,13.2
"332","Subtropical","Primavera",0.4,46,20,28,58,14,1014.4,1011,21.7,1,0,8.2,11.2,27,0,12.4
"333","Subtropical","Otoño",2.4,31,15,17,86,61,1026.9,1022.8,15.2,5,4,1,7.5,20,1,6.4
"334","Subtropical","Otoño",0,35,13,15,65,48,1017.7,1015,22.8,3,3,6.6,9.8,28.5,0,9.9
"335","Grassland","Invierno",0,28,11,17,90,66,1030,1028.4,10.5,7,6,2,1.5,14.9,0,9.6
"336","Temperate","Otoño",0,33,17,9,61,39,1019.3,1017,12.3,2,5,3.8,10.5,17.2,0,11
"337","Tropical","Otoño",6,48,15,33,91,60,1015.9,1012.3,25.7,7,3,9,7.2,30.2,1,6.7
"338","Temperate","Otoño",0,31,6,15,69,27,1021.4,1017.6,17.9,5,5,6.2,10.4,32.1,0,18.8
"339","Grassland","Invierno",0,31,11,15,94,48,1027.1,1024.5,10.3,7,7,1.6,5.1,17.7,0,10.1
"340","Temperate","Primavera",0,76,43,20,54,73,1018.6,1019.4,16.8,7,7,7.8,2.4,15.8,0,7.2
"341","Subtropical","Invierno",0,19,6,7,58,52,1021.6,1019.5,17.4,1,6,3.2,6.7,22,0,12.3
"342","Desert","Primavera",0,35,20,9,23,22,1015.9,1013.1,17.2,7,7,6.6,10.5,21,0,11
"343","Grassland","Verano",0,30,17,7,23,9,1020.8,1017.2,26.1,1,2,8,12.5,34.9,0,22.7
"344","Temperate","Verano",0,52,30,17,45,22,1015.6,1012.7,24,0,1,13.8,13,33.8,0,14.6
"345","Temperate","Invierno",0,43,24,15,69,53,1013.6,1008.8,8.9,7,7,2.8,1.8,13,0,7
"346","Grassland","Otoño",0,46,17,15,66,84,1018.1,1018,12.6,8,8,3.4,0,13.3,0,2.8
"347","Subtropical","Primavera",0,43,6,22,43,23,1018.4,1013.9,20.9,7,2,7.2,9.6,30.7,0,18.7
"348","Grassland","Otoño",6.6,24,11,11,100,79,1018,1014.6,12.2,8,6,0.2,0.8,16.8,1,7
"349","Tropical","Verano",25.6,46,15,17,77,66,1007.2,1006.3,27.7,7,7,8.2,6.2,31.8,1,9.7
"350","Subtropical","Verano",0,31,15,24,78,59,1010.1,1007.7,22.9,6,6,7,7,25.1,0,11
"351","Temperate","Verano",0.6,35,9,19,89,58,1010.3,1006.4,20.5,8,4,1.4,9.3,27,0,10.5
"352","Temperate","Invierno",1.2,24,11,13,90,63,1028,1025.2,9.3,8,1,0.6,1.7,11.5,1,5
"353","Tropical","Otoño",0,30,17,19,60,50,1013.5,1010.5,26.8,6,7,6,8.2,29.7,0,11.1
"354","Subtropical","Verano",2.2,56,31,39,91,98,1020.2,1015.5,18.1,8,8,7.4,0,18.7,1,1.3
"355","Subtropical","Otoño",1.6,33,20,15,66,51,1018.2,1016.9,18.3,1,3,4.2,9.5,23.9,1,10.4
"356","Subtropical","Invierno",0.2,31,6,11,73,60,1026.2,1025.1,17.8,2,3,2.2,6.8,21.3,0,10.1
"357","Temperate","Invierno",0,28,7,7,83,62,997.6,995.4,7.8,7,7,0.8,2.7,12.8,0,6.3
"358","Subtropical","Verano",0,37,28,13,68,39,1013.3,1009.9,24.9,1,4,8,11.3,32.5,0,12.2
"359","Temperate","Invierno",0.8,80,48,31,84,80,1011.7,1014,11.3,7,7,1.6,1.4,9.5,0,2
"360","Grassland","Invierno",0,39,0,15,68,35,1028.5,1023.9,8.5,0,1,2.6,10.2,19.2,0,18.7
"361","Subtropical","Otoño",0,31,7,11,68,63,1019.8,1018,18.7,8,6,5.8,2.6,22.3,0,6.5
"362","Subtropical","Invierno",0,46,28,28,50,32,1018.3,1016.2,11.3,4,3,3.4,9.5,15.6,0,8.5
"363","Subtropical","Invierno",0,19,6,7,75,57,1019.7,1016.3,18.7,1,4,2.4,9.7,24.6,0,12
"364","Temperate","Verano",0,41,13,30,89,77,1016.7,1017.7,19.4,8,8,1.6,0.2,21.4,0,5
"365","Desert","Invierno",0,19,0,2,73,35,1026.3,1024.8,5.1,7,7,3.8,4.5,14.1,0,11.3
"366","Temperate","Otoño",1.2,96,46,28,54,46,1007.1,1011.2,14.6,4,5,9,6.3,15.5,1,4.8
"367","Subtropical","Invierno",0,56,15,41,49,40,1018.6,1017.4,12.8,1,1,2.8,9.7,18.7,0,12.5
"368","Subtropical","Otoño",0,46,17,24,49,68,1023,1022.2,17,2,5,5.4,7.7,19.1,0,6.7
"369","Desert","Otoño",1.2,31,20,15,69,39,1024.3,1022.2,15,1,1,0.6,4.1,20.2,1,10.5
"370","Subtropical","Primavera",0,33,6,17,74,63,1014.3,1014.3,20.4,7,7,7,5.3,22.1,0,12.8
"371","Temperate","Primavera",5,41,9,24,100,78,1010.2,1010.8,12.2,7,7,4.4,4.8,15.7,1,7.1
"372","Desert","Invierno",0.6,22,2,13,97,61,1010.1,1008.6,9.4,8,5,1.6,7.9,16,0,9.6
"373","Temperate","Invierno",6.2,41,11,20,86,58,1018.4,1018.9,4.4,7,3,0.4,6.2,9.4,1,7.2
"374","Subtropical","Invierno",0,28,11,17,60,50,1023.7,1020.4,16.7,1,3,1.8,9.4,19,0,12.7
"375","Tropical","Invierno",0,39,17,19,55,27,1014.5,1010.5,26.9,7,7,7.8,7.7,31.9,0,10.4
"376","Grassland","Invierno",10,28,15,13,92,47,1027.6,1024.4,7.3,7,1,0.2,7.3,13.7,1,7.5
"377","Subtropical","Otoño",0,31,0,11,83,41,1021.1,1017.3,9.4,2,6,1.8,7.3,19.2,0,16
"378","Subtropical","Invierno",0,30,19,11,72,46,1028.6,1026.1,11.5,0,2,2.2,10,18.6,0,14.5
"379","Desert","Primavera",0,67,39,41,11,15,1010.8,1006.8,28.9,2,5,12,12.8,36.2,0,15.9
"380","Subtropical","Verano",0,56,13,19,71,77,1011.5,1008.5,22.4,8,7,6.2,0,22.2,0,3.1
"381","Temperate","Otoño",0.2,46,7,17,68,61,1017.9,1015,17.6,7,7,4,2.2,19.2,0,10.6
"382","Subtropical","Otoño",0,59,13,26,88,64,1024.3,1022.3,20.2,5,5,4,6.7,24.1,0,6.1
"383","Temperate","Invierno",0,61,28,39,66,54,1026.1,1021.2,12.9,2,7,1.4,7.2,16.9,0,9.7
"384","Subtropical","Verano",0,33,22,19,52,25,1021.8,1018.5,21.9,1,0,7.8,11.9,31.3,0,21.9
"385","Subtropical","Invierno",0,50,24,22,44,50,1023.8,1022.4,10,1,1,4.6,9.1,14.7,0,7.9
"386","Tropical","Verano",40.6,54,33,30,81,76,1013.1,1009.8,26.6,7,7,8.6,6.7,29.2,1,7.5
"387","Temperate","Invierno",0,61,19,28,56,58,1024.1,1022.4,11.4,2,4,2.6,6.8,14,0,4.6
"388","Tropical","Verano",0,35,11,17,77,65,1009.5,1005.5,31.6,7,3,7.2,9.1,32.9,0,8
"389","Subtropical","Otoño",0,28,13,15,65,71,1020.7,1019.6,21,5,5,3.8,10.4,21.1,0,3.7
"390","Temperate","Otoño",0,28,13,13,63,42,1017.9,1017.1,15.1,6,7,5,5.1,20,0,9.9
"391","Subtropical","Otoño",4.4,35,9,17,95,78,1016.6,1013.9,22.4,8,7,0.2,2.8,25.6,1,7.2
"392","Subtropical","Primavera",0,44,19,28,26,14,1017.7,1014.4,26.9,0,0,9.8,13.1,33.3,0,23.1
"393","Subtropical","Verano",0,39,11,28,20,45,1012.4,1011.7,31.7,1,1,9.2,12.4,29,0,13.2
"394","Grassland","Otoño",0,39,7,9,38,17,1018.9,1015.2,13.4,2,2,5.8,10.2,25.8,0,19.3
"395","Subtropical","Verano",4.4,39,7,17,82,55,1023.1,1019.9,23.1,2,7,5,6.7,26.9,1,6.8
"396","Temperate","Primavera",0.6,63,30,33,78,53,1015,1015.4,8.2,8,8,4.2,7.9,12.1,0,5.9
"397","Subtropical","Verano",2.8,48,30,22,88,86,1016.7,1016.3,23.8,7,6,7,8.5,24.2,1,7.4
"398","Subtropical","Otoño",0,37,24,26,35,51,1017.5,1016.9,28.1,7,7,8.8,9.4,28,0,11.9
"399","Temperate","Invierno",2.2,20,6,7,92,63,1017.3,1014.3,10.5,7,7,0.8,3.7,13.1,1,5.2
"400","Temperate","Otoño",0.4,37,20,15,62,54,1016.1,1016.1,11.4,7,7,3,4.7,13.5,0,4.3
"401","Temperate","Otoño",5.4,33,15,17,90,71,1015.4,1014.1,14.5,7,5,0.2,6.6,15.9,1,3
"402","Temperate","Verano",0,48,13,13,50,29,1014,1011.7,19.6,1,1,8.2,13.1,29.9,0,17.3
"403","Subtropical","Otoño",0,37,13,24,68,59,1018,1015.3,22.6,7,7,3.8,6.4,25.5,0,8
"404","Subtropical","Primavera",0,35,17,26,53,71,1018.9,1015.9,20.7,1,5,4,8.7,20.4,0,13.3
"405","Subtropical","Verano",0,35,19,15,76,71,1016.4,1016.1,21.8,3,2,5.6,12.7,22.6,0,6.4
"406","Temperate","Invierno",2.4,31,13,17,88,88,1032.2,1031.4,14,8,8,1.2,3.1,13.5,1,5.6
"407","Temperate","Otoño",2.6,48,13,20,74,60,1018.8,1018.2,10.8,3,7,3.2,4,13.7,1,6
"408","Subtropical","Invierno",0,33,13,13,66,70,1025.5,1023.4,14.2,1,1,2.2,9,17.8,0,11.1
"409","Grassland","Primavera",0,30,11,11,70,43,1022.9,1020.1,13.6,1,6,2.2,9.2,19,0,14.1
"410","Temperate","Invierno",0,22,7,15,84,59,1030.3,1027.3,7,1,1,1,9.2,14.8,0,13.1
"411","Subtropical","Invierno",0,50,19,24,38,63,1012.9,1010,15.6,7,6,2.8,3.3,18.9,0,12.6
"412","Temperate","Primavera",0,37,11,22,95,49,1029.8,1026.6,11.7,3,1,3.4,10.3,20.9,0,17.4
"413","Grassland","Verano",0,35,22,11,44,24,1012.5,1012.2,20.7,7,7,18.2,4.4,26.4,0,11.4
"414","Temperate","Invierno",1.6,46,13,13,85,81,1023,1019.3,10.9,7,7,2.6,1.2,14.2,1,6.7
"415","Subtropical","Verano",0,65,28,9,40,21,1015.4,1012.3,24.4,5,4,12.6,11.7,35.2,0,16.6
"416","Temperate","Invierno",0,39,9,20,64,49,1014.7,1012.8,10.1,8,8,0.4,6.5,15.3,0,12.6
"417","Subtropical","Otoño",0,54,17,22,38,23,1015.8,1011.7,26.8,0,1,9.4,11.7,33.7,0,15.5
"418","Tropical","Verano",8.2,30,11,20,91,96,1008.6,1006.3,26.4,8,8,2.6,0,24,1,3.9
"419","Desert","Otoño",0,30,19,9,42,42,1019.4,1017,19.7,0,0,10.8,11.1,25.7,0,14.2
"420","Grassland","Verano",0,65,26,30,40,27,1013.3,1009.6,28,7,8,10,2.3,30.8,0,10.8
"421","Temperate","Invierno",0,30,19,9,76,57,1025.6,1021.7,10,5,3,2.4,8.4,16.1,0,9.3
"422","Desert","Verano",0,52,20,7,41,19,1009.2,1005.8,31.6,0,6,19.8,13.1,38.3,0,13.5
"423","Subtropical","Verano",0,61,28,33,92,95,1003.9,1000.4,21.9,8,8,5,0,21.6,0,1.1
"424","Temperate","Invierno",0,78,48,43,64,44,1009.2,1003,10.5,6,7,4,4.3,15.7,0,6.7
"425","Subtropical","Invierno",0,48,13,6,73,49,1019.9,1017.8,12.8,6,5,3.4,3.4,19.7,0,10.4
"426","Tropical","Invierno",0,33,15,20,73,39,1016.5,1012.3,23.7,1,5,6.4,10.9,29.7,0,13.6
"427","Temperate","Verano",5.8,30,15,15,99,87,1009.8,1011.3,17.3,8,8,4.2,0,17.5,1,1.2
"428","Desert","Verano",0,44,17,28,42,8,1014.7,1011.1,24.1,1,1,17.4,13.3,35.4,0,18
"429","Subtropical","Verano",0.2,35,17,22,79,75,1014.4,1013.1,21.9,8,5,4.2,6.5,23.5,0,4.3
"430","Subtropical","Verano",35.2,28,6,9,87,72,1011.7,1009.3,23.1,7,7,6.2,1.9,27.7,1,7.8
"431","Temperate","Primavera",0.6,56,0,9,78,47,1013.8,1009,17.2,8,8,6,3.4,26.7,0,17.1
"432","Tropical","Primavera",7.6,50,30,33,45,44,1019.9,1016.5,26.1,3,3,8.6,9.6,28.6,1,10.1
"433","Temperate","Primavera",0.2,30,6,17,76,70,1014.2,1011.6,15.8,8,4,5.2,5.5,19.6,0,6.9
"434","Tropical","Otoño",0,37,15,28,69,62,1012,1009,28.9,3,3,7.4,10.1,30.6,0,9.9
"435","Temperate","Otoño",0.8,28,11,13,93,93,1025.8,1023.8,13.1,7,6,0.8,4.3,13.7,0,7.2
"436","Tropical","Invierno",0,48,24,30,63,58,1021.4,1019.2,22.4,2,1,6.8,10.5,24.5,0,6.9
"437","Tropical","Otoño",0,26,11,13,65,58,1012.3,1010.2,26.9,1,1,6,11,29.2,0,10.5
"438","Temperate","Verano",0,48,13,15,44,41,1021,1019.4,18.3,4,4,7,11.7,22,0,13.8
"439","Subtropical","Otoño",0,28,9,17,62,53,1014.8,1011.4,26.1,4,3,6.2,11.2,28.6,0,9.6
"440","Tropical","Invierno",0,54,17,37,57,71,1019.2,1017.8,23.6,4,7,4.4,3.8,22,0,6.6
"441","Temperate","Verano",0,57,17,35,60,35,1021.5,1021,16.3,5,4,5.8,10.9,22.3,0,9.3
"442","Temperate","Primavera",0,39,9,26,67,36,1026.9,1022.7,12.3,1,1,6,13.2,23.9,0,17.8
"443","Temperate","Otoño",0,54,33,39,45,52,1024,1022.2,15.3,3,7,8,8.5,18.6,0,7.1
"444","Temperate","Invierno",0,78,15,31,54,58,1000.7,999,14.7,1,2,5.8,7.9,15.3,0,4.7
"445","Subtropical","Verano",0,35,11,24,68,50,1021.2,1017,23.8,2,2,7.6,10.6,29.7,0,14.5
"446","Temperate","Invierno",0,57,26,31,70,51,1017.2,1014.1,13.3,7,6,1.8,3.2,17,0,4.8
"447","Tropical","Otoño",15.2,50,15,28,83,71,1006.8,1003.4,27.9,6,7,1.6,6.8,32.1,1,8.5
"448","Grassland","Verano",0,28,17,13,59,25,1014.6,1011.8,21.9,4,7,6.8,11.8,34.1,0,18.3
"449","Grassland","Otoño",0,46,17,17,82,36,1022.3,1020.8,15.1,1,1,4.8,10.8,24,0,11.2
"450","Temperate","Primavera",0,43,6,24,73,44,1014.9,1012.2,13.9,7,6,4.2,6.7,20.1,0,14.2
"451","Subtropical","Invierno",16,44,13,15,69,66,1018.6,1017.1,13.4,6,5,3.4,7.1,16.1,1,10.6
"452","Tropical","Verano",20,28,9,19,70,45,1013.2,1010.5,29.8,1,2,2.8,12,33.4,1,9.9
"453","Temperate","Primavera",0.2,74,30,30,54,30,1016.7,1016.4,12.8,6,7,3.6,9.6,20.8,0,12.4
"454","Tropical","Verano",15.4,41,11,19,81,62,1008.8,1005.7,27.3,5,6,4.8,9.2,32.7,1,7.6
"455","Temperate","Invierno",1,46,9,30,42,71,1007.6,1005.2,12,7,6,6.2,4.3,13.7,0,6.6
"456","Temperate","Invierno",0,56,20,13,66,56,1004.3,1006.2,10.1,5,6,2,1.8,11.1,0,2.1
"457","Temperate","Verano",0,50,2,13,69,7,1016.3,1011.9,16.5,2,0,12,10.9,30.1,0,19.8
"458","Subtropical","Invierno",0,20,6,13,69,65,1025.2,1021.7,19.3,1,7,4,5.2,21.6,0,8.9
"459","Temperate","Invierno",2.4,48,20,17,91,80,1013.3,1009,11.2,7,3,2,4,13.4,1,10
"460","Tropical","Primavera",0,31,7,24,59,64,1013.1,1009.4,30.3,2,2,5.8,9.7,30.6,0,6.1
"461","Tropical","Primavera",0,33,13,26,52,52,1012.7,1009.2,28.5,2,6,8.6,10.2,29.1,0,9.6
